Protein Unique ID,Module Assignment (Number),Module Assigment (Color),kME Dark Orange,kME Dark Turquoise,kME Brown,kME Red,kME Turquoise,kME Light Green,kME White,kME Black,kME Green Yellow,kME Cyan,kME Salmon,kME Dark Red,kME Pink,kME Tan,kME Magenta,kME Light Cyan,kME Royal Blue,kME Midnight Blue,kME Purple,kME Light Yellow,kME Grey60,kME Blue,kME Yellow,kME Dark Green,kME Dark Grey,kME Green,kME Orange,kME Grey,kME Table Sort Vector
GAPDHS|NP_055179.1,M1,turquoise,-0.137837784,0.219508274,0.494268044,0.339818723,0.83788522,0.180793743,-0.251017521,0.46690234,0.248507552,-0.378001908,-0.153739123,-0.336395117,-0.632103843,-0.667017998,-0.444932567,-0.627800851,-0.611891076,-0.521449007,-0.582140533,-0.509424321,-0.797708246,-0.709896039,-0.576496815,-0.164745459,-0.276169128,0.031353858,-0.179696062,0.110341089,turquoise|0.8379
TPPP|NP_008961.1,M1,turquoise,-0.088908259,0.294979092,0.763341773,0.580160339,0.837240768,0.098381099,-0.249935813,0.501709743,0.323131305,-0.036302782,0.132439069,-0.600986113,-0.612124529,-0.387606548,-0.631156863,-0.632698424,-0.635999157,-0.51097153,-0.296472749,-0.588017805,-0.723478785,-0.682396577,-0.750103828,0.072768874,0.195342187,-0.017783863,-0.273011205,-0.028821909,turquoise|0.8372
HSPA1L|NP_005518.3,M1,turquoise,0.140827961,0.324362392,0.58346926,0.749257607,0.83712261,0.188497953,-0.355180612,0.20544871,0.164341304,-0.294265589,0.251261984,-0.647615032,-0.312082023,-0.362341442,-0.515209342,-0.479057753,-0.600380603,-0.513172048,-0.515239446,-0.61877755,-0.685432407,-0.512832355,-0.680603678,-0.218854853,0.037498963,-0.180755267,-0.398680683,-0.074737437,turquoise|0.8371
PAFAH1B2|NP_002563.1,M1,turquoise,-0.213118807,0.177890659,0.661826117,0.583216678,0.833763978,0.02985284,-0.268932021,0.38130188,0.234858314,-0.161497627,0.149423491,-0.689319619,-0.47763264,-0.416126782,-0.367016687,-0.528475114,-0.605761098,-0.547448797,-0.434702627,-0.734982893,-0.833875545,-0.689300852,-0.720024913,0.050031504,0.031107863,-0.150420246,-0.216561596,0.003718257,turquoise|0.8338
CAT|NP_001743.1,M1,turquoise,0.23690321,0.653798246,0.609491684,0.711786723,0.83349997,0.305581858,0.181827412,0.607977793,0.463666036,0.078400266,0.002345433,-0.528408394,-0.408449572,-0.301230055,-0.445724283,-0.271577405,-0.334230813,-0.777945552,-0.537757613,-0.765761248,-0.608248696,-0.788375992,-0.912151084,-0.200277448,-0.002100605,0.063488173,-0.482091363,-0.195045611,turquoise|0.8335
SEPT4|NP_004565.1,M1,turquoise,-0.166332523,0.370732706,0.53245056,0.354202754,0.833460939,0.497502277,-0.130904078,0.549358092,0.571104211,0.097469354,-0.067713517,-0.241356042,-0.513390666,-0.457596237,-0.285637971,-0.517243764,-0.242736519,-0.345440517,-0.224755966,-0.735570833,-0.655404462,-0.814127607,-0.715386439,0.221500346,-0.119538816,-0.161482958,-0.376483717,0.359650162,turquoise|0.8335
ACTG1|NP_001605.1,M1,turquoise,-0.108638138,0.456396491,0.639541094,0.449139079,0.830206137,0.156164878,0.095636471,0.748777379,0.482783064,-0.094110438,-0.269515502,-0.409725895,-0.584958066,-0.544793096,-0.337012215,-0.545689323,-0.498442982,-0.802453607,-0.642256352,-0.685885614,-0.83406598,-0.935336999,-0.76448564,0.042206614,-0.115697151,0.128649304,-0.271455385,-0.169979717,turquoise|0.8302
ACTA1|NP_001091.1,M1,turquoise,-0.093949522,0.491204326,0.636027604,0.515726763,0.829493237,0.174540934,0.102098507,0.724476303,0.452064798,-0.107794046,-0.191305672,-0.478061847,-0.556029859,-0.537001946,-0.32170948,-0.494406788,-0.510217784,-0.820793459,-0.678284665,-0.670124693,-0.853582962,-0.915312679,-0.75770892,-0.025301205,-0.177405355,0.058871029,-0.296205793,-0.229948343,turquoise|0.8295
KBTBD11|NP_055682.1,M1,turquoise,-0.050369324,0.318032445,0.663854627,0.485018963,0.827810514,0.397179162,-0.006495514,0.600948931,0.338709832,-0.119422265,-0.147596049,-0.358519317,-0.71909684,-0.577573565,-0.689145872,-0.442956782,-0.518819111,-0.531208179,-0.432444038,-0.576611987,-0.478791781,-0.749164592,-0.826233516,-0.069038556,-0.064188217,0.185201527,-0.141309285,0.144765829,turquoise|0.8278
RPL23A|NP_000975.2,M1,turquoise,0.200353426,0.299020432,0.45894843,0.596753064,0.827687436,0.656037322,0.141477015,0.510906979,0.429337604,-0.126103453,-0.163548229,-0.375541749,-0.583419098,-0.58090451,-0.474377671,-0.295335861,-0.316614762,-0.599009341,-0.669809047,-0.38236277,-0.587555043,-0.664897288,-0.728318295,-0.37771333,-0.371952883,0.170383184,-0.106608516,-0.024958065,turquoise|0.8277
DPYSL5|NP_064519.2,M1,turquoise,0.00305049,0.349829958,0.712825956,0.644643654,0.820017039,0.181726992,-0.307012257,0.326896372,0.068784888,-0.269249636,0.168194381,-0.66658327,-0.475121392,-0.442331403,-0.603051679,-0.513199212,-0.712098614,-0.654622586,-0.547504762,-0.51503013,-0.77704473,-0.609258132,-0.722551288,-0.259761613,-0.008263177,-0.067328374,-0.379106986,-0.163107042,turquoise|0.82
HBD|NP_000510.1,M1,turquoise,0.206043573,0.382278781,0.442171091,0.58141532,0.817821335,0.437066384,-0.455749952,0.161709694,0.227441608,-0.241273127,0.161665704,-0.379676755,-0.229669121,-0.350551171,-0.465531731,-0.456797881,-0.439256525,-0.303924632,-0.395241194,-0.683167237,-0.572244339,-0.47915685,-0.604641409,-0.19530681,-0.064691671,-0.252627089,-0.541395867,0.185453739,turquoise|0.8178
SLC44A1|NP_536856.2,M1,turquoise,0.171736615,0.565627979,0.753053106,0.641489723,0.812709571,0.266658037,0.029046583,0.552283253,0.321838166,0.104115378,0.076029954,-0.542687906,-0.606680766,-0.349433377,-0.679618699,-0.432526417,-0.480625702,-0.687185419,-0.34950335,-0.594569268,-0.643284514,-0.701773605,-0.862191265,-0.199110725,0.082596643,0.120185802,-0.387643819,-0.054518542,turquoise|0.8127
VPS26A|NP_004887.2,M1,turquoise,0.393674552,0.525948072,0.424621572,0.607368936,0.812634895,0.518242891,0.169715682,0.666317979,0.732924933,0.276887755,0.013099901,-0.381333087,-0.365311661,-0.171420204,-0.340480172,-0.206562758,-0.07326688,-0.550550222,-0.454711187,-0.58936483,-0.528055585,-0.719894714,-0.78093108,-0.122002614,-0.013748636,-0.002925567,-0.496668965,-0.187750112,turquoise|0.8126
GAPDH|NP_002037.2,M1,turquoise,-0.041899532,0.435450465,0.600755653,0.534003045,0.811771918,0.417261556,0.005698916,0.587139497,0.583406249,0.300076136,0.145827685,-0.462691601,-0.540350312,-0.281708263,-0.365760234,-0.347085193,-0.21448915,-0.39545751,-0.166584881,-0.701091415,-0.60169514,-0.751196816,-0.789384819,0.093930692,-0.023082267,-0.169083874,-0.339285148,0.165444438,turquoise|0.8118
IGFN1|NP_001158058.1,M1,turquoise,0.376445675,0.59653242,0.404641317,0.652606443,0.803205845,0.399776361,0.160762694,0.672225756,0.705434643,0.181436698,0.029815676,-0.386018474,-0.336378892,-0.189349018,-0.355308977,-0.197238145,-0.144301153,-0.525868587,-0.47269177,-0.679087821,-0.469301672,-0.705230484,-0.757075932,-0.12126685,-0.030917007,-0.04807623,-0.483448392,-0.205859668,turquoise|0.8032
NCAN|NP_004377.2,M1,turquoise,0.244327635,0.4617984,0.598639181,0.733523911,0.801143966,0.364579875,0.338954075,0.635687245,0.445788955,0.020536811,-0.120451877,-0.545365857,-0.536012398,-0.415761707,-0.508567505,-0.248870062,-0.353179619,-0.834336342,-0.637452745,-0.555888689,-0.581499643,-0.74597838,-0.901308914,-0.275128863,-0.073157523,0.290538342,-0.204087686,-0.260540962,turquoise|0.8011
ENOPH1|NP_067027.1,M1,turquoise,-0.049977058,0.288285202,0.643478331,0.687772307,0.800864955,0.151071141,-0.321613386,0.330599502,0.212647988,-0.121852598,0.339880699,-0.715848453,-0.364337318,-0.279944387,-0.45522925,-0.362724227,-0.559777535,-0.461148051,-0.40896698,-0.672646464,-0.640529263,-0.58847222,-0.714325645,-0.044661806,0.076341377,-0.301906747,-0.372675975,-0.09183803,turquoise|0.8009
CLDN11|NP_005593.2,M1,turquoise,0.100218798,0.225449535,0.620915145,0.558481924,0.79978229,0.322864519,0.081504959,0.585349243,0.323655961,-0.256642652,-0.17490225,-0.460700209,-0.658776351,-0.650359856,-0.534110841,-0.488088678,-0.543241794,-0.768456327,-0.745361902,-0.341897209,-0.770309468,-0.724125119,-0.680509909,-0.137481348,-0.198965015,0.209877792,-0.107950106,-0.135797149,turquoise|0.7998
LGALSL|NP_054900.2,M1,turquoise,0.195895343,0.446743059,0.492867757,0.417579409,0.798982122,0.298158824,-0.196711103,0.472368982,0.487166562,0.134039938,0.118709827,-0.349819593,-0.310764713,-0.194876831,-0.332069291,-0.426486693,-0.229996654,-0.47074762,-0.287321403,-0.705020282,-0.693331273,-0.697577909,-0.699938339,0.093105945,0.116461703,-0.174426681,-0.708002101,0.091181675,turquoise|0.799
NAPA|NP_003818.2,M1,turquoise,0.077227926,0.530521127,0.331104221,0.402362082,0.797748331,0.423106627,0.214439531,0.738379025,0.697020532,0.093028845,-0.117576666,-0.152516171,-0.580843711,-0.439591356,-0.363523932,-0.267246495,-0.135512034,-0.388291345,-0.334528696,-0.657976272,-0.391352972,-0.797713501,-0.722579734,-0.04930891,-0.262358936,0.001257243,-0.325262591,0.180696461,turquoise|0.7977
ADH5|NP_000662.3,M1,turquoise,0.072801174,0.259966438,0.488965901,0.550077784,0.796319241,0.526450253,0.215130334,0.67289101,0.461201755,-0.169071291,-0.215776907,-0.370271283,-0.637780687,-0.655960701,-0.473961659,-0.293715032,-0.405674025,-0.605415159,-0.700906726,-0.505787869,-0.585503756,-0.7521797,-0.699960135,-0.086539059,-0.37745781,0.138487042,-0.084962152,-0.02006101,turquoise|0.7963
HINT1|NP_005331.1,M1,turquoise,0.193351019,0.388221228,0.603221092,0.61675667,0.793439815,0.475988817,-0.279963978,0.260876561,0.262601777,0.046427535,0.14672566,-0.481692753,-0.313505655,-0.219460294,-0.56037757,-0.394478117,-0.378551445,-0.417621627,-0.258864223,-0.658911969,-0.525354699,-0.527548937,-0.792068017,-0.162078262,0.160096126,-0.046610285,-0.493521551,0.08631538,turquoise|0.7934
AMPH|NP_001626.1,M1,turquoise,-0.221324617,0.225330714,0.72515961,0.336418238,0.792613571,0.252339488,-0.411278866,0.376177963,0.279769005,0.028594605,0.094902756,-0.403440532,-0.513924819,-0.366232494,-0.457929159,-0.646417736,-0.462961292,-0.382803329,-0.132464656,-0.64584028,-0.725700511,-0.702213322,-0.714820105,0.258175966,0.201597512,-0.148944441,-0.41313095,0.318868893,turquoise|0.7926
SOD2|NP_000627.2,M1,turquoise,0.180148999,0.532925735,0.392146235,0.416193016,0.787662158,0.405449226,0.156859931,0.640090099,0.576012026,0.115425185,-0.214498319,-0.257081139,-0.359287792,-0.307423875,-0.244783772,-0.245811364,-0.152452799,-0.606531443,-0.501549213,-0.814214341,-0.573755338,-0.805969538,-0.787697667,-0.098728336,-0.133970153,0.08098703,-0.47056637,-0.013109113,turquoise|0.7877
CUL3|NP_003581.1,M1,turquoise,0.160042081,0.425104762,0.369766366,0.455445009,0.785464194,0.550824925,0.122101644,0.417563099,0.346205856,-0.170270479,-0.243114037,-0.258900649,-0.488461802,-0.574665465,-0.315940595,-0.337016618,-0.266535075,-0.645134441,-0.653352841,-0.458272191,-0.664421258,-0.674335323,-0.67550181,-0.473784499,-0.449486281,0.166121639,-0.218039796,0.058893625,turquoise|0.7855
GNB5|NP_057278.2,M1,turquoise,-0.057973809,0.363598898,0.318653403,0.406195134,0.785178394,0.502783017,0.169310684,0.743109502,0.718115036,0.144323142,0.009974833,-0.276964682,-0.49552024,-0.384589992,-0.226031678,-0.155593596,-0.099843899,-0.327287084,-0.35161936,-0.67816305,-0.443934312,-0.815805355,-0.707237598,0.149823675,-0.28499771,-0.194354626,-0.371720334,0.119169102,turquoise|0.7852
RPL36|NP_056229.2,M1,turquoise,-0.14658524,0.334346127,0.373893076,0.356516596,0.784583145,0.386194018,-0.418350637,0.259018279,0.333087673,-0.178599068,0.082320395,-0.212743798,-0.328097311,-0.423452845,-0.313369448,-0.489420348,-0.346186227,-0.13142493,-0.186482622,-0.769081213,-0.497169373,-0.59391968,-0.576916048,0.057605212,-0.141391676,-0.324525269,-0.444800972,0.449591219,turquoise|0.7846
CSRP1|NP_001180499.1,M1,turquoise,0.178489617,0.408831052,0.474634335,0.715313734,0.784310657,0.354016607,0.125706896,0.598638956,0.609800391,0.197200067,0.173931781,-0.533506958,-0.379947846,-0.161606129,-0.430027331,-0.134137835,-0.205478739,-0.420296423,-0.319987437,-0.712039212,-0.339357797,-0.656620538,-0.840161386,-0.005058275,0.099293756,-0.075300696,-0.344429153,-0.124215352,turquoise|0.7843
PFN1|NP_005013.1,M1,turquoise,0.01391568,0.14723124,0.665524605,0.595969344,0.78281681,0.364165071,-0.419933762,0.238749024,0.165918189,-0.062126935,0.265875614,-0.60370388,-0.411876164,-0.307497096,-0.597211011,-0.450905454,-0.543113843,-0.327932114,-0.262590491,-0.594125459,-0.617434494,-0.493228523,-0.688047803,0.014961771,0.13216541,-0.177650045,-0.355992335,0.123614233,turquoise|0.7828
YWHAZ|NP_003397.1,M1,turquoise,-0.003262223,0.302684491,0.706623825,0.3106302,0.781760998,0.29767342,-0.228808108,0.579564966,0.391236449,-0.06971913,-0.179163878,-0.240518782,-0.609491809,-0.499300787,-0.533263371,-0.693681267,-0.47516793,-0.558116081,-0.398663016,-0.461357639,-0.725477401,-0.757961324,-0.652060226,0.18585851,0.113660641,0.083402374,-0.334711392,0.138464086,turquoise|0.7818
POTEI|XP_933678.1,M1,turquoise,0.033308059,0.591496946,0.590207897,0.573257777,0.778731854,0.203662989,0.189412993,0.649370089,0.423179965,-0.116915185,-0.207138449,-0.432113767,-0.430371357,-0.47786426,-0.297942577,-0.403349363,-0.426432025,-0.861277377,-0.695306703,-0.686046768,-0.733375883,-0.861769149,-0.781070336,-0.10238542,-0.142068161,0.099809409,-0.351124688,-0.250916339,turquoise|0.7787
ARF6|NP_001654.1,M1,turquoise,-0.086650614,0.350182856,0.541697395,0.284116729,0.778204251,0.433660655,0.098001899,0.653751664,0.348626421,-0.12915207,-0.35367329,-0.20706381,-0.67839701,-0.614985297,-0.503674827,-0.413631206,-0.415775084,-0.630607645,-0.541537785,-0.515270429,-0.569108997,-0.818764557,-0.771895446,-0.147938642,-0.232940529,0.28310451,-0.191227313,0.085340197,turquoise|0.7782
PSAT1|NP_478059.1,M1,turquoise,-0.050825609,0.173529071,0.428440179,0.4166937,0.778148766,0.437538887,0.141848442,0.731824032,0.692338335,0.201115752,-0.021009284,-0.311426811,-0.670751138,-0.417476656,-0.42793473,-0.279180695,-0.195134929,-0.246103888,-0.208372567,-0.634618447,-0.429430063,-0.734922982,-0.703451002,0.24504316,-0.130471125,-0.014218089,-0.127803041,0.249128037,turquoise|0.7781
SNAP91|NP_001229722.1,M1,turquoise,-0.353512052,0.413348121,0.608580493,0.360725763,0.776032362,-0.001520145,-0.143540328,0.52989919,0.328489265,-0.323588188,-0.231625679,-0.301360755,-0.517054045,-0.613803013,-0.279842636,-0.696393673,-0.580085717,-0.620600644,-0.500663722,-0.684960716,-0.731976836,-0.851838757,-0.654118625,0.12670956,-0.070915964,-0.007963287,-0.199034491,0.059343851,turquoise|0.776
CA2|NP_000058.1,M1,turquoise,-0.020717452,0.255144509,0.508846478,0.6565285,0.774573882,0.088345527,-0.094017434,0.459025432,0.433916194,-0.092688019,0.229453383,-0.541874609,-0.533588163,-0.354765521,-0.483725273,-0.386242308,-0.433743514,-0.337382184,-0.308900929,-0.525858915,-0.442236161,-0.569764103,-0.657274378,-0.022871436,0.03923006,-0.13579098,-0.101560635,0.010132799,turquoise|0.7746
ARPC2|NP_005722.1,M1,turquoise,0.112588996,0.531508238,0.308029894,0.341995286,0.770264878,0.579896329,0.113367332,0.507263701,0.556008784,-0.088806936,-0.324621708,-0.050153895,-0.371303032,-0.496000641,-0.147725797,-0.339115862,-0.082720068,-0.546712176,-0.577029483,-0.571300729,-0.526048396,-0.772025038,-0.66782929,-0.220181839,-0.346199934,0.046386702,-0.33340593,0.151582177,turquoise|0.7703
MAPK1|NP_002736.3,M1,turquoise,0.053639841,0.337634692,0.588729953,0.433931197,0.769082833,0.407332437,0.235461251,0.675859071,0.325307791,-0.209451391,-0.395614603,-0.254132394,-0.766482081,-0.713965056,-0.644280748,-0.439461632,-0.495470607,-0.737776311,-0.632321502,-0.421549513,-0.552302532,-0.77386855,-0.774235745,-0.215729569,-0.241445453,0.442543725,-0.045139865,0.02582256,turquoise|0.7691
HMGCS1|NP_002121.4,M1,turquoise,0.319398416,0.541652323,0.408751152,0.519328851,0.768739852,0.48437572,-0.239684774,0.274455941,0.20113399,-0.36259923,-0.131828129,-0.285770749,-0.17574104,-0.455877043,-0.332856727,-0.427577084,-0.43227421,-0.653859582,-0.776367752,-0.543292948,-0.722159324,-0.586009436,-0.566142692,-0.397522263,-0.270938112,-0.066880544,-0.588586266,-0.132096885,turquoise|0.7687
ILF2|NP_004506.2,M1,turquoise,-0.150070272,0.338050827,0.369279632,0.171910054,0.767736318,0.56160603,0.077428625,0.684597368,0.509820617,-0.181713029,-0.459998556,0.014885098,-0.687146819,-0.717107525,-0.351074709,-0.454410871,-0.290270202,-0.455131228,-0.530303981,-0.441402639,-0.504948993,-0.830921633,-0.620237288,-0.11790942,-0.444450033,0.184689666,-0.101694708,0.227153118,turquoise|0.7677
SARS|NP_006504.2,M1,turquoise,0.178947358,0.296512863,0.59620859,0.600694557,0.767648805,0.578720805,0.031989126,0.389162455,0.129875439,-0.258662817,-0.112479947,-0.461565028,-0.587561088,-0.61004969,-0.619691024,-0.331831524,-0.508126288,-0.72185292,-0.713084843,-0.271937656,-0.630036102,-0.59358223,-0.724787854,-0.480615914,-0.304910959,0.218455795,-0.151190401,-0.095017891,turquoise|0.7676
RPS20|NP_001014.1,M1,turquoise,0.154226456,0.547036947,0.223350943,0.470876293,0.767295854,0.540993196,0.229041656,0.582261211,0.747467803,0.097756388,-0.087818641,-0.19551985,-0.337245717,-0.364820017,-0.015997152,-0.192243746,0.048443915,-0.450234692,-0.511907081,-0.576394191,-0.540255344,-0.749599849,-0.61644206,-0.161858654,-0.413581773,-0.170253464,-0.33149223,0.037578553,turquoise|0.7673
MTPN|NP_665807.1,M1,turquoise,0.201510846,0.282099584,0.527888818,0.621082122,0.766664247,0.556017986,0.058999283,0.450570294,0.454890852,0.053412006,0.056604568,-0.399207709,-0.399541061,-0.382965489,-0.440147033,-0.296987401,-0.215789397,-0.493090285,-0.355515127,-0.602169221,-0.521568516,-0.642973504,-0.778580387,0.120760817,-0.00050307,-0.01692064,-0.403736922,0.187136279,turquoise|0.7667
TPM1|NP_001018004.1,M1,turquoise,0.002340664,0.227955521,0.441288731,0.353697032,0.766347019,0.450949548,0.251738053,0.679071415,0.640749383,0.066574117,-0.269891773,-0.217806248,-0.639899566,-0.506806748,-0.276547739,-0.383595817,-0.128829033,-0.589170294,-0.480518524,-0.353591075,-0.580306537,-0.809159607,-0.723955002,-0.012573458,-0.165044399,0.223847606,-0.078885458,0.062492814,turquoise|0.7663
GABARAPL2|NP_009216.1,M1,turquoise,-0.018199128,0.379688559,0.327970196,0.502451715,0.764289386,0.429268267,-0.201806434,0.232483911,0.311591154,-0.32247938,-0.060484825,-0.247374474,-0.232105368,-0.467937829,-0.212720051,-0.363727761,-0.296613743,-0.371315468,-0.500822715,-0.671235439,-0.450190973,-0.593004253,-0.626029358,-0.189375376,-0.231420632,-0.169685858,-0.304361857,0.203683735,turquoise|0.7643
ME2|NP_002387.1,M1,turquoise,0.454441769,0.496852602,0.569008171,0.679119168,0.762110563,0.467971184,0.067515264,0.539768914,0.415762932,0.133635275,0.004194614,-0.482454101,-0.366333319,-0.205305421,-0.594828989,-0.206165766,-0.324749227,-0.611150397,-0.500078655,-0.633335936,-0.496902546,-0.593183338,-0.800124666,-0.225574038,0.065335919,0.127108043,-0.452883129,-0.216363929,turquoise|0.7621
CTNNA1|NP_001894.2,M1,turquoise,-0.060518521,0.074455435,0.675449067,0.308634098,0.757357854,0.471520234,-0.025210228,0.541128376,0.294569967,-0.090870709,-0.307127399,-0.324183824,-0.678592415,-0.629706323,-0.464729801,-0.558263831,-0.443814216,-0.675939236,-0.554845997,-0.380880713,-0.822317171,-0.755343999,-0.687308465,0.069401349,-0.119045474,0.26255918,-0.106763321,0.134141513,turquoise|0.7574
PDHB|NP_000916.2,M1,turquoise,0.281619385,0.374960889,0.774679814,0.743000407,0.755283325,0.310742803,0.046740609,0.528846716,0.383525728,0.23439176,0.15762966,-0.635644044,-0.459879413,-0.185681756,-0.677116093,-0.317294984,-0.402835512,-0.612831236,-0.288540369,-0.671118421,-0.539184671,-0.621108255,-0.883278685,0.099671518,0.331006538,0.097835024,-0.399155377,-0.097443883,turquoise|0.7553
RPL3|NP_001029025.1,M1,turquoise,0.260091503,0.256550168,0.22323837,0.345775754,0.753770673,0.713355104,0.180851302,0.640387599,0.689313984,0.05246889,-0.215627493,-0.075540676,-0.520150313,-0.448253197,-0.321686326,-0.166634395,-0.010660909,-0.332237391,-0.499946701,-0.407755647,-0.35920961,-0.666788988,-0.613267943,-0.12697538,-0.346574014,0.076080303,-0.203423529,0.162977823,turquoise|0.7538
SUMO2|NP_008868.3,M1,turquoise,-0.144592316,0.048871062,0.629049571,0.459116307,0.753167431,0.355984642,0.054813839,0.610963274,0.542945889,0.337020218,0.155908678,-0.519061917,-0.659865035,-0.29482515,-0.471550416,-0.318664214,-0.240978562,-0.319085033,-0.053449019,-0.608073756,-0.534443906,-0.70445505,-0.804136458,0.374746535,0.145263321,-0.02015643,-0.168468014,0.252949716,turquoise|0.7532
LYPLAL1|NP_620149.1,M1,turquoise,0.135936376,0.252144154,0.677265411,0.546034918,0.752647365,0.254251954,-0.068542411,0.508491719,0.317343668,-0.182755913,-0.151754901,-0.357214538,-0.625157368,-0.508142296,-0.736890518,-0.581499854,-0.566140141,-0.559280577,-0.450952558,-0.388593056,-0.494200347,-0.606657167,-0.703663813,-0.020019836,0.155405871,0.283318889,-0.111793033,-0.015549658,turquoise|0.7526
CNTN2|NP_005067.1,M1,turquoise,-0.148674903,0.503591341,0.352732769,0.577668875,0.747091447,0.230869409,0.086239423,0.46920158,0.581803507,0.003683974,0.155103132,-0.405859495,-0.270450729,-0.332623841,-0.030712391,-0.264323848,-0.151140879,-0.403217421,-0.330568245,-0.779985687,-0.52974902,-0.74772975,-0.672857767,0.115950758,-0.195563633,-0.362059718,-0.380857447,0.088442276,turquoise|0.7471
ACTN4|NP_004915.2,M1,turquoise,-0.291767304,-0.010951528,0.60055917,0.275532697,0.747019916,0.255428367,0.145981441,0.685134779,0.466676871,-0.088776271,-0.255176623,-0.300568445,-0.812065377,-0.672242395,-0.422491038,-0.537950497,-0.397726384,-0.550927351,-0.423161773,-0.369948696,-0.652372878,-0.828866797,-0.695811333,0.303629439,-0.086096587,0.234213124,0.068626086,0.199972033,turquoise|0.747
MSN|NP_002435.1,M1,turquoise,-0.054217168,0.258530581,0.502152528,0.650241311,0.746876737,0.194528526,-0.460215604,0.081914634,0.166757308,-0.295000994,0.319346211,-0.516168789,-0.28416278,-0.374644702,-0.418714462,-0.519010331,-0.526994399,-0.223066489,-0.268625425,-0.588040345,-0.545318906,-0.417741688,-0.533394017,-0.048665001,0.001795087,-0.354825867,-0.291521429,0.192192184,turquoise|0.7469
PPIB|NP_000933.1,M1,turquoise,-0.176292329,0.429541267,0.76103765,0.344004428,0.744368366,0.135030642,-0.250556756,0.433884296,0.218437486,-0.202347491,-0.203610478,-0.264943507,-0.484398709,-0.537495548,-0.446963631,-0.763449245,-0.570807673,-0.645142725,-0.369008545,-0.659902353,-0.7523385,-0.781092268,-0.695066443,0.219301274,0.147462034,0.056007067,-0.38076554,0.201554127,turquoise|0.7444
HRSP12|NP_005827.1,M1,turquoise,0.290225945,0.508433262,0.620071555,0.679384284,0.741798038,0.204871438,-0.048625621,0.429708867,0.307038926,-0.09175308,0.062329095,-0.477673341,-0.281485282,-0.298716773,-0.49985728,-0.38274022,-0.43887715,-0.666330065,-0.495362687,-0.719559394,-0.584117094,-0.633312955,-0.745484078,0.022270953,0.156105109,-0.023595711,-0.541191469,-0.096782553,turquoise|0.7418
MAT2B|NP_037415.1,M1,turquoise,0.368032363,0.611479312,0.456558815,0.657778225,0.740291784,0.314547289,-0.009534857,0.36989362,0.365675749,-0.210839653,-0.087458179,-0.340183066,-0.238429182,-0.366047535,-0.351725959,-0.418114877,-0.344207664,-0.701065963,-0.669154627,-0.484017375,-0.59775049,-0.592869354,-0.633745745,-0.34185299,-0.080083837,0.038678808,-0.428936524,-0.229466043,turquoise|0.7403
PAICS|NP_006443.1,M1,turquoise,-0.278825307,0.304238086,0.677420325,0.437485054,0.740185108,0.137189689,-0.122005594,0.48386112,0.255233036,-0.127314798,-0.094194464,-0.498252453,-0.527464665,-0.521944491,-0.297286484,-0.555023857,-0.562921206,-0.615462424,-0.478248653,-0.662896501,-0.843432624,-0.760441173,-0.641082024,0.079436026,-0.129216475,-0.056576617,-0.150104565,0.010215128,turquoise|0.7402
SH3GL2|NP_003017.1,M1,turquoise,0.164351138,0.333578462,0.261047979,0.313318558,0.740167292,0.719604376,0.282596613,0.735345303,0.74104802,0.064250291,-0.307601782,-0.030565081,-0.515658553,-0.528754561,-0.256875688,-0.252928718,-0.023647446,-0.426464103,-0.499778179,-0.460698981,-0.468542398,-0.782305127,-0.622599085,0.071208484,-0.378923346,0.090764335,-0.304434246,0.156983716,turquoise|0.7402
ENO2|NP_001966.1,M1,turquoise,0.189540047,0.678216572,0.475292325,0.488286754,0.73980391,0.347331061,-0.252513158,0.374080856,0.311120553,-0.026227116,0.067891484,-0.296486784,-0.225303696,-0.242027925,-0.435159032,-0.39793069,-0.377316697,-0.418176079,-0.307807907,-0.774422304,-0.531244,-0.601376031,-0.654011032,-0.148549611,-0.01624336,-0.180155126,-0.70675905,0.032538959,turquoise|0.7398
PKM|NP_001193728.1,M1,turquoise,0.154546269,0.392236958,0.467057463,0.490579983,0.737176298,0.486421697,-0.327745457,0.280372207,0.257375474,-0.237886926,0.043182167,-0.338112392,-0.243654578,-0.427203901,-0.32906479,-0.474444023,-0.420241105,-0.465218493,-0.561033444,-0.468746785,-0.73044416,-0.559111359,-0.494921775,-0.113194242,-0.200701646,-0.243407562,-0.536458347,-0.014720983,turquoise|0.7372
PPP3CA|NP_000935.1,M1,turquoise,0.107548224,0.181063379,0.618397824,0.463062492,0.734523962,0.344014246,-0.0156935,0.511235355,0.228407788,-0.172182745,-0.181438321,-0.414653246,-0.632124829,-0.533230591,-0.660613734,-0.507593668,-0.561541176,-0.67044802,-0.55923676,-0.265199808,-0.663664513,-0.620520643,-0.68474559,-0.185649739,-0.031123667,0.3406031,-0.168562056,-0.155554053,turquoise|0.7345
TPM3|NP_705935.1,M1,turquoise,0.120618172,0.225046693,0.48120294,0.410796606,0.733851344,0.562737184,0.240183088,0.64864552,0.664710124,0.301707405,-0.123514248,-0.295658921,-0.546553596,-0.302589825,-0.315255608,-0.269616561,-0.023220969,-0.527020233,-0.327160051,-0.378291978,-0.514807366,-0.738442158,-0.782803967,0.055071045,0.010033388,0.178952492,-0.214650192,0.037936098,turquoise|0.7339
