Protein Unique ID,Module Assignment (Number),Module Assigment (Color),kME Dark Orange,kME Dark Turquoise,kME Brown,kME Red,kME Turquoise,kME Light Green,kME White,kME Black,kME Green Yellow,kME Cyan,kME Salmon,kME Dark Red,kME Pink,kME Tan,kME Magenta,kME Light Cyan,kME Royal Blue,kME Midnight Blue,kME Purple,kME Light Yellow,kME Grey60,kME Blue,kME Yellow,kME Dark Green,kME Dark Grey,kME Green,kME Orange,kME Grey,kME Table Sort Vector
ICAM5|NP_003250.3,M9,magenta,-0.320234156,-0.175305713,-0.567322137,-0.595969227,-0.321070618,-0.095535215,-0.255697208,-0.301440428,0.053754477,-0.223559181,-0.24158,0.635720151,0.405502779,0.001195594,0.717509215,-0.11735568,0.356988583,0.502545779,0.182446563,0.189498482,0.124525358,0.192028481,0.616965266,0.297025661,-0.260504064,-0.312296592,0.04748036,0.339390616,magenta|0.7175
VDAC1|NP_003365.1,M9,magenta,-0.245854209,-0.21645315,-0.675621921,-0.691990814,-0.666898055,-0.14335678,0.13666779,-0.245307448,0.011578779,0.125693409,-0.093618082,0.684352683,0.38507666,0.275405059,0.713641028,0.345407519,0.651904687,0.616321644,0.452177229,0.571823894,0.583584153,0.404924266,0.715857403,0.243282779,-0.185770932,-0.20921579,0.237471026,0.19402111,magenta|0.7136
ATP5C1|NP_001001973.1,M9,magenta,-0.348165849,-0.246634524,-0.65383209,-0.652425175,-0.44885133,0.035229808,0.229087158,0.011544811,0.234104661,0.22923777,-0.219018378,0.565842609,0.18066409,0.142101872,0.711295744,0.321689402,0.596684691,0.568787585,0.316678182,0.341384623,0.351237001,0.183541272,0.566467325,0.208737244,-0.429535115,-0.159443098,0.315512538,0.163863088,magenta|0.7113
ATP6V1D|NP_057078.1,M9,magenta,0.010908686,0.240066107,-0.340299957,0.107083692,-0.067522057,-0.215940834,-0.022326919,-0.206080387,0.144933835,0.246338046,0.53449018,-0.248909524,0.51676077,0.444403367,0.704626048,0.322961636,0.365610538,0.111277329,0.058691345,-0.184879265,-0.201320293,0.084222542,0.190538837,-0.120097362,-0.204164646,-0.707057789,-0.381564532,-0.265230937,magenta|0.7046
SFXN5|NP_653180.1,M9,magenta,-0.381726784,0.15935302,-0.468862362,-0.057376102,-0.124290311,-0.06304064,0.100820196,-0.170487093,0.136179675,-0.02369477,0.275933109,0.062276207,0.350236533,0.093445554,0.703913787,0.310976399,0.356516577,0.318488316,0.117754082,-0.123322215,0.123897165,0.026461897,0.233901325,-0.019486899,-0.495850262,-0.629475597,-0.06202161,0.077272305,magenta|0.7039
RAB11B|NP_004209.2,M9,magenta,-0.284324148,0.102601694,-0.577238144,-0.284359029,-0.427741884,-0.271762431,-0.230452375,-0.512939672,-0.257954756,-0.148926054,0.231766738,0.228614891,0.631535245,0.279301133,0.696813611,0.248426693,0.246749175,0.513872233,0.269781252,0.02561413,0.231923479,0.413216657,0.589135212,-0.103626135,-0.336421789,-0.584081911,-0.096526094,0.034582764,magenta|0.6968
GNAI2|NP_002061.1,M9,magenta,-0.434499438,0.182703753,-0.31427103,-0.140394874,-0.247599137,-0.540437036,-0.130981921,-0.179116828,-0.071655539,-0.093329916,0.175408936,-0.0331019,0.448374345,0.225060462,0.693395866,0.094848677,0.048822959,0.185516643,0.064467507,-0.192750616,-0.059515961,0.088791652,0.387276121,0.057458424,-0.20895606,-0.545837417,-0.04124645,-0.261475932,magenta|0.6934
GNAI1|NP_002060.4,M9,magenta,-0.335256217,0.27947119,-0.280311171,0.077451661,0.005602825,-0.176080477,0.221317632,0.097892341,0.297974745,0.019784157,0.076996334,-0.089135094,0.270787512,0.049298585,0.693332014,0.164370906,0.20677937,-0.008709517,-0.145905671,-0.301238615,-0.150210474,-0.196979761,0.098203993,0.028833479,-0.420799622,-0.465242894,-0.029764738,-0.243577052,magenta|0.6933
SLC30A3|NP_003450.2,M9,magenta,-0.198720829,0.322080434,-0.277186733,0.087094829,-0.035648548,-0.077563269,0.147849859,-0.012150569,0.31863543,0.289557333,0.394968402,-0.11410914,0.363239251,0.26374206,0.684161913,0.247469587,0.395455742,0.142065232,0.157557546,-0.257523663,-0.119388026,-0.093609398,0.106028666,0.13963318,-0.278395169,-0.6778792,-0.309895488,-0.079035944,magenta|0.6842
CD47|NP_001768.1,M9,magenta,-0.256315069,0.088599973,-0.535818579,-0.383358055,-0.437759134,-0.238126551,0.502467913,0.075408591,0.106444919,-0.050212184,-0.323216645,0.418372402,0.218195524,0.005264165,0.682135085,0.313945214,0.381357526,0.098386226,-0.069527814,0.280246448,0.267852353,0.07297578,0.461441249,-0.033227759,-0.492952341,-0.009726988,0.321117582,-0.216998009,magenta|0.6821
TTLL12|NP_055955.1,M9,magenta,-0.179361566,0.223392002,-0.200505216,0.061791545,-0.223108906,-0.31085726,-0.001481591,-0.225117468,0.08171023,0.228291122,0.446518696,-0.149131506,0.499488412,0.408810714,0.681974873,0.198396005,0.320428525,0.126827672,0.205576753,-0.045025638,-0.049378402,0.109795733,0.249820219,0.146319724,4.75E-05,-0.638651327,-0.208359256,-0.224574049,magenta|0.682
RAB35|NP_006852.1,M9,magenta,0.056168091,-0.171130467,-0.679048903,-0.273838021,-0.47267505,0.001620916,-0.030772822,-0.428279225,-0.049410783,0.074478283,0.274632486,0.32727139,0.633631655,0.411430993,0.681325766,0.56838098,0.623761148,0.57562844,0.288691749,0.202387639,0.514570226,0.462956454,0.53041692,0.044865126,-0.195112865,-0.510697368,-0.062622577,0.151937704,magenta|0.6813
CIRBP|NP_001271.1,M9,magenta,-0.446300975,-0.155986706,-0.449205279,-0.250046057,-0.470243152,-0.46030356,0.05809385,-0.287845423,-0.060663893,-0.132333672,0.125051995,0.201787031,0.336855127,0.103270573,0.679900765,0.129019874,0.235003468,0.431333844,0.252059091,0.274349433,0.235309103,0.311781926,0.618309491,0.259727193,-0.238581255,-0.407197261,0.370000586,0.009753373,magenta|0.6799
CD59|NP_976074.1,M9,magenta,-0.189678131,0.035483276,-0.510340626,0.002604235,-0.244936507,-0.164071051,0.421790485,0.064105335,0.436650971,0.403397177,0.27298813,-0.001421391,0.266757009,0.364616538,0.670905768,0.47501765,0.556601645,0.398491756,0.291774047,0.022077337,0.314628728,0.118689499,0.25590257,0.090418813,-0.249511246,-0.39776804,0.216030248,-0.19115352,magenta|0.6709
SHMT2|NP_001159828.1,M9,magenta,-0.291024119,-0.07933817,-0.380107207,-0.329424274,-0.354209312,-0.581716848,0.219402347,0.008412208,0.039267687,0.115438457,0.090709433,0.065751326,0.253061217,0.24745721,0.66061847,0.246524109,0.272000025,0.109108838,0.114298866,0.090648782,-0.007515314,0.078212959,0.396268057,0.214417338,-0.141625029,-0.256383928,0.07640414,-0.224720255,magenta|0.6606
NRCAM|NP_001180513.1,M9,magenta,-0.314297494,0.391865386,-0.132514033,0.032802331,-0.061065753,-0.440620238,-0.121130794,-0.172230547,-0.048170629,-0.22306166,0.070941535,-0.078695787,0.414227764,0.065456073,0.606139315,-0.132936189,-0.055625896,-0.127404234,-0.157129119,-0.235858098,-0.299965763,-0.074393414,0.205692945,-0.062045667,-0.195582148,-0.441189592,-0.182850735,-0.306076294,magenta|0.6061
PLXNA3|NP_059984.2,M9,magenta,0.061207934,0.294449407,-0.453640995,0.072943887,-0.021528427,0.16791239,0.324091027,-0.06603172,0.260674327,0.056071859,0.24807367,0.080145273,0.211785024,0.034787304,0.601171579,0.423055263,0.513409602,0.101459966,-0.120659436,0.039041487,0.052395741,-0.006983571,0.160205851,-0.344741164,-0.665593249,-0.509804357,-0.066717894,0.063203132,magenta|0.6012
VARS|NP_006286.1,M9,magenta,0.022100675,0.307511079,-0.377271481,-0.425784482,-0.324409518,-0.093890877,-0.075518105,-0.290298058,-0.039979184,0.202040841,0.072585451,0.422224861,0.525812825,0.364344722,0.600184703,0.177908332,0.498816873,0.229294577,0.312733015,-0.014667029,0.117592422,0.158583493,0.339219323,0.056456522,-0.057540025,-0.377860826,-0.459379785,0.196207866,magenta|0.6002
OPCML|NP_002536.1,M9,magenta,-0.269203244,-0.018067702,-0.243641832,-0.369468128,-0.155406131,-0.072969869,-0.053836743,-0.151401137,-0.102567411,-0.095761957,-0.205929802,0.200868683,0.196094817,-0.055357815,0.567801512,-0.008749179,0.144631327,0.00720504,-0.119755373,0.01033682,-0.269478696,-0.009593327,0.311490559,-0.050437212,-0.40669129,-0.174248598,0.034629867,0.061471277,magenta|0.5678
ANKMY2|NP_064715.1,M9,magenta,-0.239668275,0.228320785,-0.146080893,-0.042928645,-0.074146701,-0.388319179,-0.32629045,-0.202063895,-0.136781674,-0.314103974,0.120188541,-0.068850641,0.490376286,0.114279342,0.553668283,-0.079262928,-0.096662196,-0.087766144,-0.245894453,-0.155573232,-0.269898754,-0.024746212,0.25720756,-0.002672446,-0.110712301,-0.514727375,-0.315729299,-0.36284275,magenta|0.5537
CCT4|NP_006421.2,M9,magenta,0.091843314,0.469012426,-0.449807595,-0.038898891,0.002435629,0.231361412,0.253161244,-0.103167804,0.287883637,0.11621519,-0.04797034,0.291800579,0.323571606,0.119344729,0.542067084,0.236128038,0.53330021,0.079403379,0.012628392,-0.117350186,0.135392449,-0.046170331,0.025211836,-0.413183628,-0.420718165,-0.211377255,-0.219280608,0.082408332,magenta|0.5421
ATP6V0C|NP_001185498.1,M9,magenta,-0.095874094,0.085561377,-0.512337644,-0.379226702,-0.383283158,-0.035976575,0.48429303,0.132997975,0.104865456,0.16977006,-0.261283682,0.325491776,0.160284763,0.097933291,0.535809666,0.406305196,0.385671789,0.119298903,-0.011596721,0.220040531,0.174714123,0.095890309,0.392548537,-0.161856478,-0.537259051,0.038555761,0.174326314,-0.243014822,magenta|0.5358
PLXNA2|NP_079455.3,M9,magenta,0.196769212,0.378707094,-0.413462248,0.232268363,0.092960901,0.181487336,0.339118258,0.004623676,0.35269313,0.074846655,0.343202769,-0.03093007,0.20337316,0.063414764,0.515660677,0.439542745,0.486768906,0.034907375,-0.192066964,-0.049921767,0.019937355,-0.061446996,0.051554178,-0.390284022,-0.621541082,-0.546914273,-0.179216419,-0.026307481,magenta|0.5157
DLST|NP_001924.2,M9,magenta,0.307511606,0.351524506,-0.67252309,-0.25538809,-0.377150212,0.152907103,0.055225518,-0.473603153,-0.067206841,-0.068770342,-0.070124309,0.586112097,0.62003073,0.262258239,0.511168741,0.313362516,0.556697189,0.349284711,0.148397253,0.234557212,0.47011636,0.410010158,0.447967047,-0.484093168,-0.331073626,-0.170967413,-0.216497468,0.088218804,magenta|0.5112
WDR13|NP_060353.2,M9,magenta,-0.423668013,0.118526594,-1.38E-05,-0.329970988,-0.185583515,-0.435482922,-0.026428902,-0.139753285,-0.189260224,-0.001930955,-0.111523165,0.091663644,0.094827232,0.038763428,0.457567465,-0.141197464,0.046515289,-0.134902869,0.085331812,0.01902701,-0.236075121,-0.061597025,0.169183196,0.009889678,-0.045708762,-0.077614747,0.081150013,0.021463653,magenta|0.4576
NDUFAF2|NP_777549.1,M9,magenta,-0.070261625,0.372866334,0.009636485,0.158791089,-0.011116993,-0.534469946,0.205127671,0.209297925,0.250979466,0.186500054,0.117962515,-0.252012992,0.206146771,0.277098409,0.412926265,-0.000490721,0.052402586,-0.308536993,-0.118730387,-0.169107237,-0.245293813,-0.190266059,-0.012875171,0.028237694,0.135742505,-0.183905578,-0.141580712,-0.611720417,magenta|0.4129
CD200|NP_005935.4,M9,magenta,0.052770993,0.191162607,-0.340266522,-0.424321136,-0.041403682,0.210520413,-0.270716422,-0.235654177,-0.152029987,-0.451989524,-0.471680219,0.552755664,0.317266733,-0.241488707,0.383642857,-0.197092819,0.07542175,-0.033567326,-0.33686875,-0.008301879,-0.215997161,-0.017262512,0.316306901,-0.252411556,-0.484154086,-0.058124346,-0.314757653,0.192658852,magenta|0.3836
CCT7|NP_001159757.1,M9,magenta,0.514682756,0.455616879,-0.406884693,0.058027036,0.093612089,0.372996109,0.058787775,-0.107950779,0.357232292,0.049792797,-0.025114433,0.33835238,0.427935427,0.187640374,0.359073479,0.187652604,0.525061004,0.05244057,-0.150551156,-0.093496542,0.152583076,0.000297203,0.018168065,-0.367892864,-0.207558017,-0.228457592,-0.460600736,0.029411056,magenta|0.3591
MBLAC2|NP_981951.1,M9,magenta,-0.206795832,0.073486159,-0.071684441,-0.216618939,-0.126137702,-0.137350447,0.393186726,0.168543385,0.130401338,0.257371525,-0.096759652,0.065972424,0.026008043,0.127982208,0.351215481,0.213267424,0.299323867,-0.172793172,0.030915189,0.037289879,0.019931342,-0.180622695,-0.06777586,0.112565013,-0.012621823,0.058650374,-0.000391148,-0.121376977,magenta|0.3512
CCT3|NP_005989.3,M9,magenta,0.416625116,0.473656505,-0.479093897,0.152197538,-0.145877796,0.139661694,0.203099111,-0.269277517,0.051373086,-0.118904535,0.113827844,0.205430878,0.396343398,0.147152252,0.323488638,0.321416166,0.361951956,0.080874282,-0.157559979,0.259195564,0.286436177,0.27031027,0.255688922,-0.716934643,-0.438153909,-0.207417357,-0.11977789,-0.234487089,magenta|0.3235
AK4|NP_037542.1,M9,magenta,-0.366328962,-0.026413242,0.10173289,-0.124133148,-0.15855668,-0.662037378,-0.285550913,-0.329421469,-0.283218982,-0.11747069,0.141442793,-0.128042707,0.178400013,0.137487939,0.322773203,-0.304383622,-0.138813629,-0.068944696,0.151585751,0.067695014,-0.263302296,0.098178348,0.198608134,0.100777199,0.278697306,-0.165515088,0.090147618,-0.07374594,magenta|0.3228
NDRG4|NP_065198.1,M9,magenta,-0.54835013,0.016677993,0.035302885,-0.385641335,-0.23558788,-0.487385903,-0.239210313,-0.181712113,-0.201037548,-0.042853981,-0.000573412,0.187222081,0.139356031,0.091567056,0.317475388,-0.245398749,-0.007766948,0.107505732,0.357450139,0.04203252,-0.001266746,0.000561996,0.190907338,0.366266392,0.261035461,-0.169774439,-0.023425753,0.170934742,magenta|0.3175
C2CD2|NP_950251.1,M9,magenta,-0.466740557,-0.048432483,-0.135904716,0.020801467,-0.213027664,-0.263608415,0.413049255,0.082170595,-0.054171712,-0.14022812,-0.105855743,-0.096168658,-0.018890374,-0.144679847,0.313011405,0.19796741,-0.047014474,-0.050186353,-0.114360408,0.070448742,0.107937126,-0.020213497,0.134907766,0.008342198,-0.345841198,0.014055273,0.483659124,-0.2715032,magenta|0.313
EXD2|NP_060669.1,M19,lightyellow,0.251938004,-0.444526497,-0.52255361,-0.327473631,-0.668514061,0.027748929,0.287812649,-0.422272951,-0.322466182,-0.022411516,-0.028380487,0.359165416,0.257921755,0.211210012,0.188096322,0.48143668,0.401307186,0.366631241,0.1600062,0.921859531,0.603652025,0.687844278,0.622016161,-0.233932251,-0.144382629,0.226962156,0.453829952,-0.110630897,lightyellow|0.9219
ARMC10|NP_114111.2,M19,lightyellow,0.07449032,-0.429294997,-0.359841287,-0.468157756,-0.604313621,0.104505447,0.301545931,-0.299036963,-0.330261695,0.011666668,-0.270691386,0.425052594,0.07822869,0.056448805,0.16762703,0.299985627,0.33578751,0.198723306,0.130655238,0.9075824,0.410008626,0.502357857,0.516112852,-0.194738451,-0.171979838,0.409579807,0.505718474,-0.02377746,lightyellow|0.9076
SLC25A1|NP_005975.1,M19,lightyellow,0.146523271,-0.524729359,-0.297104255,-0.319439607,-0.465851497,0.156387219,0.293071031,-0.180331822,-0.2434516,-0.01659134,-0.148759098,0.270280362,-0.036735567,0.036825978,-0.008470906,0.368864852,0.259658529,0.181629214,0.014085,0.893931165,0.453542758,0.440083251,0.386469931,-0.192759181,-0.121149391,0.376552722,0.508374129,-0.110531842,lightyellow|0.8939
GK|NP_000158.1,M19,lightyellow,-0.15529225,-0.436266341,-0.334262981,-0.429939121,-0.596737955,-0.02711662,-0.034238711,-0.416646306,-0.438675959,-0.276937579,-0.150200005,0.394046339,0.142044522,-0.055270858,0.204885693,0.120279142,0.104103403,0.360024388,0.111476559,0.880426688,0.367836104,0.549794419,0.689411614,-0.084054386,-0.236606849,0.09467072,0.537595488,0.006313632,lightyellow|0.8804
MCU|NP_612366.1,M19,lightyellow,-0.180506289,-0.671911162,-0.355187148,-0.553609305,-0.705146963,-0.212264979,0.089552608,-0.454531827,-0.537190618,-0.115965504,-0.064261385,0.365535013,0.088226221,0.089750507,0.157584561,0.302143037,0.22035148,0.41221516,0.336170015,0.875367046,0.538392059,0.625887804,0.616755627,0.046877143,-0.010487779,0.238139388,0.613177676,0.171662673,lightyellow|0.8754
SRSF1|NP_008855.1,M19,lightyellow,0.093643273,-0.318212682,-0.515571417,-0.509409143,-0.577546177,0.172122277,0.007090528,-0.399963912,-0.325153498,-0.091667883,-0.056051125,0.531703222,0.212406446,0.097329263,0.191339671,0.31402589,0.348824308,0.485738498,0.229113735,0.852371248,0.505913793,0.582711769,0.658591139,-0.211815405,-0.288405895,0.035587451,0.238881647,0.117325317,lightyellow|0.8524
ND1|YP_003024026.1,M19,lightyellow,0.030826955,-0.452164315,-0.409286493,-0.348917151,-0.622628294,-0.148214473,-0.086403316,-0.493368755,-0.406815318,-0.11440706,0.130602876,0.247334076,0.299294355,0.209743118,0.25409904,0.248058016,0.202127325,0.437177295,0.216947245,0.848907514,0.364346829,0.670815782,0.724184554,-0.07969742,-0.084698579,-0.064406962,0.35392428,-0.105009381,lightyellow|0.8489
LRRC8A|NP_001120717.1,M19,lightyellow,-0.026446032,-0.74571285,-0.331813526,-0.599020279,-0.765652393,-0.227706298,0.132978305,-0.318241682,-0.443408344,0.032458191,-0.222577559,0.417382862,0.119802634,0.233580454,0.063642639,0.335883729,0.237369315,0.419714702,0.349520746,0.831699972,0.652994174,0.650349767,0.607910025,0.192047719,0.234145175,0.442538597,0.641238769,0.015493094,lightyellow|0.8317
COX1|YP_003024028.1,M19,lightyellow,0.010623848,-0.463165701,-0.430712245,-0.445446928,-0.615488939,-0.049593912,0.383492609,-0.168868104,-0.218847065,0.004839338,-0.234703142,0.375180009,0.157528055,0.156668804,0.26042726,0.445614574,0.374573195,0.192212754,0.066825921,0.82654559,0.553441769,0.433285256,0.468377954,-0.06529083,-0.067375675,0.352468591,0.486565894,-0.219044436,lightyellow|0.8265
GTDC2|NP_116195.2,M19,lightyellow,0.237702189,-0.491204537,-0.413635178,-0.363862796,-0.708354457,-0.224997626,0.139973242,-0.416678226,-0.476026751,-0.007327249,0.002924104,0.290726756,0.235179597,0.337906603,0.008750339,0.470420954,0.245268199,0.382736301,0.270349013,0.821679518,0.701478274,0.749075767,0.574900683,-0.207634521,0.144066719,0.324741696,0.470091371,-0.153318629,lightyellow|0.8217
ABCD3|NP_002849.1,M19,lightyellow,0.046197902,-0.619665792,-0.590340831,-0.473650935,-0.803282341,-0.150841401,0.321822124,-0.434000988,-0.330218127,0.092826294,-0.026135826,0.423773656,0.290802945,0.327594338,0.27705282,0.572293056,0.500914985,0.557491943,0.436741132,0.819708682,0.817862795,0.741680646,0.640775338,0.042493747,0.03579513,0.250076737,0.584233511,0.060811305,lightyellow|0.8197
PALM|NP_001035224.1,M19,lightyellow,-0.065337469,-0.290124658,-0.628406015,-0.625666987,-0.792280899,-0.15341412,0.388518771,-0.266582862,-0.178821133,0.124348606,-0.208744132,0.598415237,0.316119087,0.284287405,0.509656527,0.470335679,0.572607296,0.422694394,0.336482214,0.815945796,0.669674661,0.540045145,0.690271258,-0.017221514,-0.148292156,0.18258694,0.432733881,-0.075911636,lightyellow|0.8159
NDUFB6|NP_002484.1,M19,lightyellow,0.184957476,-0.350437053,-0.435621358,-0.281045665,-0.659387244,-0.151566247,0.109951623,-0.502565109,-0.472282311,-0.27353702,-0.128377207,0.376905335,0.278120702,0.096631918,0.112809249,0.275681697,0.157153198,0.33388141,0.092648785,0.814880248,0.564854003,0.712140175,0.674391836,-0.273372832,-0.113336292,0.249880116,0.531606518,-0.105640804,lightyellow|0.8149
PRODH|NP_057419.4,M19,lightyellow,-0.161738583,-0.429152313,-0.108525959,-0.255701682,-0.521516148,-0.273081164,0.042967055,-0.377853338,-0.689940512,-0.43198101,-0.118317847,0.075118225,0.015892539,-0.12908491,0.007040031,0.142434525,-0.19601055,-0.01319109,-0.145544078,0.806299158,0.211105096,0.469919435,0.491230659,-0.28409758,-0.169422169,0.269989386,0.588729787,-0.242781468,lightyellow|0.8063
CAMKK2|NP_705720.1,M19,lightyellow,-0.054994091,-0.676303425,-0.322390968,-0.551221644,-0.745766841,-0.156031745,0.117947438,-0.404294189,-0.613208109,-0.224820879,-0.340387498,0.382882385,0.215755851,0.051652646,0.153261481,0.281149343,0.098245509,0.209654628,0.064258434,0.795045472,0.436041844,0.603109931,0.634893985,0.063912285,-0.004862641,0.433298145,0.56420451,-0.078974675,lightyellow|0.795
GEM|NP_859053.1,M19,lightyellow,-0.040857621,-0.281181388,-0.336860291,-0.458577764,-0.630304158,-0.18103669,0.121525359,-0.244250431,-0.384837339,0.045300825,0.018915805,0.289729011,0.099279085,0.19618217,0.17311587,0.382550969,0.210875309,0.327851627,0.230635935,0.760567026,0.434579548,0.518236304,0.607866759,-0.174938883,-0.169978805,0.059467435,0.393362693,-0.123175902,lightyellow|0.7606
ATP5L|NP_006467.4,M19,lightyellow,-0.011317592,-0.401573633,-0.704107144,-0.583236538,-0.860308783,-0.101951759,0.213694815,-0.510265911,-0.231257876,0.139639214,-0.048178124,0.6040057,0.536582875,0.429011027,0.580049854,0.529708207,0.66963339,0.650651905,0.49798028,0.759523584,0.805171278,0.722075316,0.769937126,0.100542531,-0.01908986,0.006349403,0.386294133,0.076987443,lightyellow|0.7595
COX4I1|NP_001852.1,M19,lightyellow,0.077565671,-0.61607542,-0.105923431,-0.260584581,-0.310915604,0.170440701,-0.04860337,-0.325903067,-0.366517947,-0.083396332,-0.073782143,0.161619475,-0.106195103,-0.026153982,-0.170101266,0.103568783,0.075375085,0.211689734,0.119996995,0.759110137,0.265752575,0.440495902,0.279120026,-0.159748477,0.040938281,0.353781473,0.47096761,0.133377705,lightyellow|0.7591
MARC1|NP_073583.3,M19,lightyellow,0.247344016,-0.313273334,-0.318806035,-0.335534608,-0.542244978,0.230186855,0.460562844,-0.20885419,-0.190403403,0.262439631,-0.08183811,0.371547726,0.06538572,0.212017954,0.048763097,0.531576767,0.520142106,0.223351235,0.273030565,0.752615446,0.623751115,0.452485085,0.292879707,-0.140342832,-0.024095893,0.353977706,0.335197437,0.08811061,lightyellow|0.7526
HSDL1|NP_113651.4,M19,lightyellow,-0.068361287,-0.205728895,-0.361467613,-0.511677898,-0.617010601,-0.024402703,0.085880562,-0.458514737,-0.337084415,-0.093450042,-0.28831391,0.552687854,0.280627709,0.069771982,0.393343041,0.086355809,0.339684101,0.253323103,0.203667399,0.751958701,0.345170185,0.480240813,0.612919031,-0.101037884,-0.130017642,0.182645568,0.386648828,0.098306878,lightyellow|0.752
TOMM40|NP_006105.1,M19,lightyellow,-0.108924968,-0.403326818,-0.542343973,-0.596885541,-0.657856683,-0.039742266,0.065791947,-0.458228839,-0.279764896,0.038617798,-0.015332183,0.476954408,0.365830136,0.223820511,0.580511983,0.352278172,0.52358993,0.438727386,0.29865037,0.731443238,0.374000553,0.519936,0.688734105,0.0446548,-0.205860768,-0.108526292,0.261545886,0.152941243,lightyellow|0.7314
FBXL16|NP_699181.2,M19,lightyellow,-0.338332457,-0.545365782,-0.086809921,-0.392853385,-0.583296551,-0.423039629,-0.152962892,-0.520873654,-0.791552984,-0.427500744,-0.156277016,0.121757681,0.112382054,-0.044839538,0.058839375,-0.007397296,-0.235223096,0.089418991,0.058853806,0.727542819,0.212323831,0.522898647,0.517258921,-0.105840442,0.069239043,0.303769473,0.578257325,-0.131136957,lightyellow|0.7275
AGPAT3|NP_001032642.1,M19,lightyellow,0.413748997,-0.482604884,-0.327057291,-0.337555142,-0.665185012,0.027971177,0.220703949,-0.411733903,-0.403415938,0.012287797,-0.223067806,0.412359683,0.30409768,0.289038854,-0.067712801,0.401909509,0.303550716,0.267273742,0.186086463,0.715693396,0.70946778,0.675402561,0.449833241,-0.028815159,0.280643359,0.513593262,0.358134874,-0.063164227,lightyellow|0.7157
ATP5S|NP_001003803.1,M19,lightyellow,-0.149134412,-0.568542381,0.128822842,-0.236380775,-0.3855161,-0.257075314,-0.039663438,-0.087462319,-0.416396536,-0.244812701,-0.106396689,0.038974679,-0.132194503,-0.113911027,-0.174000586,-0.05308181,-0.242379264,-0.016033623,-0.03886603,0.683775084,0.118241279,0.273304845,0.347712421,0.297165316,0.209899065,0.269780353,0.453122489,-0.171043742,lightyellow|0.6838
COPG1|NP_057212.1,M19,lightyellow,0.095247445,-0.470304418,-0.237393713,-0.245657639,-0.367479495,0.052766085,0.231374999,-0.055149491,-0.034518443,0.045715842,-0.022760752,0.306034776,-0.122250197,0.025579306,-0.149733401,0.213407184,0.229942801,0.368007343,0.278301935,0.678459097,0.547533294,0.361947777,0.314466675,0.189274834,0.085394638,0.255230226,0.40599145,0.136201336,lightyellow|0.6785
SLC2A1|NP_006507.2,M19,lightyellow,-0.06212493,-0.796540433,-0.201928508,-0.292750172,-0.502266129,-0.127980883,0.207397025,-0.181993733,-0.277858485,0.117555823,-0.011732918,0.064071967,-0.03356711,0.187183308,0.008782539,0.384057016,0.199318568,0.272435645,0.243783432,0.675651497,0.478435595,0.459152625,0.315357111,0.145147411,0.204753785,0.351570718,0.636733754,-0.050563183,lightyellow|0.6757
NDUFC2|NP_004540.1,M19,lightyellow,-0.165300232,-0.282894695,-0.490291114,-0.657085097,-0.68420293,-0.191840515,0.150279538,-0.256090347,-0.347108557,-0.106467118,-0.427944737,0.566257347,0.257253491,0.143722839,0.371053537,0.271080693,0.258852223,0.290920643,0.133237039,0.672427627,0.515022164,0.458353813,0.626650358,-0.165348103,-0.150581355,0.323726681,0.468286353,-0.16892071,lightyellow|0.6724
USMG5|NP_001193356.1,M19,lightyellow,0.004159261,-0.202689684,-0.086858526,-0.299678817,-0.535646903,-0.144876615,0.223790882,-0.067213862,-0.329942633,0.097427451,-0.110723233,0.194772814,-0.005892527,0.182028237,-0.082035247,0.309452623,0.076038578,0.11451577,0.164767519,0.669291218,0.484848316,0.379245822,0.341854708,-0.109806919,0.102723199,0.319411062,0.406218879,-0.287329925,lightyellow|0.6693
C21orf33|NP_004640.3,M19,lightyellow,-0.346330021,-0.3049929,-0.061767093,-0.197095613,-0.524649422,-0.392779826,-0.224524213,-0.521803916,-0.712952,-0.427496757,0.064170799,0.032940663,0.139690875,-0.055483662,0.075745548,-0.028697444,-0.277782808,0.187867377,0.099054253,0.640122669,0.187103975,0.526983044,0.565606814,-0.139154984,-0.070809974,-0.014129072,0.507036092,-0.12771976,lightyellow|0.6401
|NP_001186783.1,M19,lightyellow,-0.383387113,-0.279465048,-0.079412669,-0.37368823,-0.207675987,-0.01734973,-0.42503512,-0.392672775,-0.525030308,-0.644439504,-0.182997236,0.300861899,-0.055631039,-0.423225027,0.046722104,-0.325618592,-0.289911877,0.155318154,-0.109674822,0.576003502,-0.078641827,0.232102743,0.473641732,-0.141815739,-0.362296988,-0.045765775,0.296477834,0.231716512,lightyellow|0.576
ACAD9|NP_054768.2,M19,lightyellow,0.055801915,-0.203683661,0.0780196,-0.035372547,-0.104644824,0.00059745,0.170341921,0.19433853,-0.108681672,-0.172594012,-0.113367384,9.81E-05,-0.34904708,-0.25102351,-0.299076485,-0.022737546,-0.217391946,-0.11285094,-0.220817522,0.560290834,0.011860925,0.07628027,0.169516595,-0.092095393,-0.161890703,0.268364566,0.344401089,-0.23993992,lightyellow|0.5603
